uid,objet,type,date,seance,sort
VTANR5L16V379,l'amendement n° 3237 du Gouvernement et les amendements identiques suivants après l'article 33 (examen prioritaire) du projet de loi de financement de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2022-10-26,RUANR5L16S2023IDS26462,adopté
VTANR5L16V484,l'amendement n° 451 de la commission des finances et l'amendement identique suivant après l'article 44 de la seconde partie du projet de loi de finances pour 2023 (première lecture) - mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,adopté
VTANR5L16V174,l'amendement n° 693 de M. Jean-Pierre Vigier après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26216,adopté
VTANR5L16V1456,la proposition de résolution réaffirmant la nécessité d'une solution à deux États et condamnant l'institutionnalisation par l'État d'Israël d'un régime d'apartheid consécutif à sa politique coloniale (art. 34-1 de la Constitution).,scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27022,rejeté
VTANR5L16V1233,l'amendement n° 281 de M. Marleix après l'article 13 du projet de loi relatif à l’accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-16,RUANR5L16S2023IDS26894,rejeté
VTANR5L16V75,l'amendement n° 424 de M. Bazin après l'article 18 du projet de loi portant mesures d'urgence pour la protection du pouvoir d'achat (première lecture).,scrutin public ordinaire,2022-07-21,RUANR5L16S2022IDS26212,adopté
VTANR5L16V1687,l'amendement n° 1202 de Mme Rabault à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-26,RUANR5L16S2023IDS27079,rejeté
VTANR5L16V586,l'amendement n° 388 de Mme Lechanteux après l'article 7 du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-16,RUANR5L16S2023IDS26552,rejeté
VTANR5L16V1393,l'amendement n° 68 de M. Philippe Brun après l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26967,adopté
VTANR5L16V1332,l'article 2 ter de la proposition de loi visant à protéger les logements contre l'occupation illicite (deuxième lecture).,scrutin public ordinaire,2023-03-29,RUANR5L16S2023IDS26943,adopté
VTANR5L16V1444,l'amendement n° 298 de M. Guedj à l'article 4 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,RUANR5L16S2023IDS27002,rejeté
VTANR5L16V1155,l'ensemble de la proposition de loi visant à favoriser l'accompagnement des couples confrontés à une fausse couche (première lecture).,scrutin public ordinaire,2023-03-08,RUANR5L16S2023IDS26863,adopté
VTANR5L16V1643,l'amendement n° 280 de Mme Lavalette à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-25,RUANR5L16S2023IDS27075,rejeté
VTANR5L16V1725,l'amendement n° 1496 de M. Portier à l'article 19 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-31,RUANR5L16S2023IDS27082,rejeté
VTANR5L16V1490,"l'amendement n° 5 de Mme Maximi à l'article unique de la proposition de résolution tendant à la création d'une commission d'enquête sur la structuration, le financement, les moyens et les modalités d'action des groupuscules auteurs de violences à l'occasion de manifestations et rassemblements intervenus entre le 16 mars et le 3 mai 2023, ainsi que sur le déroulement de ces manifestations et rassemblements.",scrutin public ordinaire,2023-05-10,RUANR5L16S2023IDS27039,rejeté
VTANR5L16V320,l'amendement n° 2466 de Mme Le Pen après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26397,rejeté
VTANR5L16V1470,l'amendement n° 33 de M. Lefèvre à l'article 2 de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27023,rejeté
VTANR5L16V133,l'amendement n° 831 de M. Maudet à l'article 6 et État B du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-25,RUANR5L16S2022IDS26214,rejeté
VTANR5L16V1606,l'amendement n° 453 de M. Metzdorf à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-24,RUANR5L16S2023IDS27072,adopté
VTANR5L16V610,l'amendement n° 415 de Mme Untermaier à l'article premier et rapport annexé du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-18,RUANR5L16S2023IDS26550,rejeté
VTANR5L16V1150,l'amendement n° 6 de Mme Garin après l'article premier de la proposition de loi visant à favoriser l'accompagnement des couples confrontés à une fausse couche (première lecture).,scrutin public ordinaire,2023-03-08,RUANR5L16S2023IDS26863,rejeté
VTANR5L16V733,l'amendement n° 2462 de M. Laisney suivant à l'article 11 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-09,RUANR5L16S2023IDS26608,rejeté
VTANR5L16V1016,l'amendement n° 19574 de M. Castellani après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-16,RUANR5L16S2023IDS26798,rejeté
VTANR5L16V1024,l'amendement n° 3179 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V1374,l'amendement n° 67 de M. Chassaigne après l'article 2 de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26966,rejeté
VTANR5L16V1030,l'amendement n° 3182 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V156,l'amendement n° 599 de M. Acquaviva avant l'article 9 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26215,rejeté
VTANR5L16V171,l'amendement n° 632 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26216,rejeté
VTANR5L16V904,l'article 2 de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,RUANR5L16S2023IDS26758,adopté
VTANR5L16V1156,"la motion de rejet préalable, déposée par M. Boris Vallaud, du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture)",scrutin public ordinaire,2023-03-13,RUANR5L16S2023IDS26877,rejeté
VTANR5L16V1712,l'amendement n° 1140 du Gouvernement et l'amendement identique suivant après l'article 12 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-30,RUANR5L16S2023IDS27081,adopté
VTANR5L16V1177,l'amendement n° 249 de Mme Laernoes à l'article 1er D du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-14,RUANR5L16S2023IDS26879,rejeté
VTANR5L16V1170,l'amendement n° 333 de Mme Trouvé à l'article 1er D du projet de loi relatif à l'accélération des procédures lièes à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-13,RUANR5L16S2023IDS26878,rejeté
VTANR5L16V1789,l'amendement n° 16 de Mme Parmentier après l'article 3 de la proposition de loi visant à renforcer la continuité territoriale en Outre-Mer (première lecture).,scrutin public ordinaire,2023-06-08,RUANR5L16S2023IDS27178,rejeté
VTANR5L16V1764,l'article 33 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-06-01,RUANR5L16S2023IDS27084,adopté
VTANR5L16V859,l'article 6 de la proposition de loi visant à sécuriser l'approvisionnement des Français en produits de grande consommation (première lecture).,scrutin public ordinaire,2023-01-18,RUANR5L16S2023IDS26691,adopté
VTANR5L16V809,l'amendement n° 413 de Mme Anthoine et les amendements identiques suivants à l'article 17 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-15,RUANR5L16S2023IDS26640,rejeté
VTANR5L16V924,l'ensemble de la proposition de résolution tendant à la création d'une commission d'enquête sur le coût de la vie dans les collectivités territoriales régies par les articles 73 et 74 de la Constitution.,scrutin public ordinaire,2023-02-09,RUANR5L16S2023IDS26784,adopté
VTANR5L16V573,l'article 5 du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-15,RUANR5L16S2023IDS26501,adopté
VTANR5L16V275,l'amendement n° 2460 de Mme Le Pen après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26392,rejeté
VTANR5L16V176,l'amendement n° 652 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-26,RUANR5L16S2022IDS26216,rejeté
VTANR5L16V1070,l'amendement n° 3200 de Mme Manon Meunier et les amendements identiques suivants après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26803,rejeté
VTANR5L16V816,l'amendement n° 2471 de M. Ratenon après l'article 19 ter du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-15,RUANR5L16S2023IDS26624,adopté
VTANR5L16V1434,l'amendement n° 796 de M. Guedj après l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,RUANR5L16S2023IDS27002,rejeté
VTANR5L16V978,l'amendement n° 637 de M. Panifous après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,RUANR5L16S2023IDS26794,rejeté
VTANR5L16V1369,l'amendement n° 23 de Mme Parmentier après l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26966,rejeté
VTANR5L16V621,l'article 4 du projet de loi de financement de la sécurité sociale pour 2023 (nouvelle lecture).,scrutin public ordinaire,2022-11-21,RUANR5L16S2023IDS26537,adopté
VTANR5L16V511,l'amendement n° 342 de M. Jean-Philippe Tanguy avant l'article 1 du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-11-07,RUANR5L16S2023IDS26445,rejeté
VTANR5L16V1773,l'amendement de suppression n° 1 de Mme Mélin et les amendements identiques suivants à l'article liminaire du projet de loi d'approbation des comptes de la sécurité sociale pour l'année 2022 (première lecture).,scrutin public ordinaire,2023-06-06,RUANR5L16S2023IDS27159,rejeté
VTANR5L16V1402,l'ensemble de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26967,adopté
